NatEmis	Datayear	Province	ProvinceCD	Official_Institution_Name	Status	Sector	Type_DoE	Phase_PED	Specialisation	Full Service School	EIDistrict	EICircuit	Owner_Land	Owner_Buildings	ExDept	Persal_PaypointNo	Persal_ComponentNo	ExamNo	ExamCentre	GIS_Longitude	GIS_Latitude	DMunName	LMunName	Ward_ID	SP_Code	SP_Name	Addressee	Township_Village	Suburb	Town_City	StreetAddress	PostalAddress	Telephone	Section21	Section21_Function	Quintile	NAS	NodalArea	Registration_Date	NoFeeSchool	Urban_Rural	Allocation	DemarcationFrom	DemarcationTo	OldNATEMIS	NewNATEMIS	Learners2024	Educators2024
100000778	2024	WC	1	CURRO UITZICHT HIGH SCHOOL	OPEN	INDEPENDENT	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO NORTH	7	UNKNOWN	UNKNOWN	WCE	99		1004901	CURRO UITZICHT HIGH SCHOOL	18.678541	-33.843243	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100103	99	UNKNOWN	HF MENTZ	Sonstraal	SONSTRAAL HEIGHTS	CITY OF CAPE TOWN	CNR SCHUBERT AVENUE &          VERDI BOULEVARD                                               7550	CNR SCHUBERT AVENUE &          VERDI BOULEVARD                UNKNOWN                        7550	218341066	NO	99	N/A	99	99	20220215	Fee Charging	RURAL	0	WC	Not Moved	100000778	100000778	118	16
100000779	2024	WC	1	CURRO DURBANVILLE HIGH	OPEN	INDEPENDENT	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO NORTH	7	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.69159	-33.806632	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100105	99	UNKNOWN	R STROEBEL	Cape Metro	CAPE FARMS - DISTRICT C	CITY OF CAPE TOWN	2 AKADEMIA AVENUE              GROOT PHESANTEKRAAL ESTATE                                    7550	2 AKADEMIA AVENUE              GROOT PHESANTEKRAAL ESTATE     UNKNOWN                        7550	99	NO	99	N/A	99	99	20220224	Fee Charging	RURAL	0	WC	Not Moved	100000779	100000779	723	53
100000780	2024	WC	1	GARDEN ROUTE HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	EDEN AND CENTRAL KAR	2	UNKNOWN	UNKNOWN	WCE	441325	61153	99	N/A	22.070886	-34.179645	CENTRAL KAROO	MOSSEL BAY	10403003	99	UNKNOWN	E GELEMBE	Kwanonqaba	KWANONQABA EXT	MOSSEL BAY	4464 ADRIAANS DRIVE            ASLA                                                          6500	4464 ADRIAANS DRIVE            UNKNOWN                        UNKNOWN                        6500	99	NO	ABDE	Q1	99	99	20220401	No Fee	RURAL	1601	WC	Not Moved	100000780	100000780	829	22
100000781	2024	WC	1	EDEN AKADEMIE LEERSENTRUM	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	EDEN AND CENTRAL KAR	6	UNKNOWN	UNKNOWN	WCE	99		99	N/A	22.209323	-33.577129	CENTRAL KAROO	OUDTSHOORN	10405002	99	UNKNOWN	R HUYSAMEN	Oudtshoorn	OUDTSHOORN	OUDTSHOORN	168 DRAAI STREET                                                                             6625	168 DRAAI STREET               UNKNOWN                        UNKNOWN                        6625	99	NO	99	N/A	99	99	20220328	Fee Charging	RURAL	0	WC	Not Moved	100000781	100000781	7	2
100000782	2024	WC	1	GRACE PREP	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	EDEN AND CENTRAL KAR	1	UNKNOWN	UNKNOWN	WCE	99		99	N/A	21.415797	-34.38184	CENTRAL KAROO	HESSEQUA	10402003	99	UNKNOWN	J POTGIETER	Still Bay-	STILL BAY WEST	STILL BAY	36 DEINING STREET              STILL BAY WEST                                                6674	36 DEINING STREET              STILL BAY WEST                 UNKNOWN                        6674	99	NO	99	N/A	99	99	20220712	Fee Charging	RURAL	0	WC	Not Moved	100000782	100000782	20	3
100000783	2024	WC	1	GATEWAY HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO SOUTH	1	UNKNOWN	UNKNOWN	WCE	316814	61154	99	N/A	18.499384	-34.018354	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100063	99	UNKNOWN	ND NDZUZO	Ferness	OTTERY	CITY OF CAPE TOWN	OTTERY YOUTH CARE CENTRE       PLANTATION ROAD                OTTERY                         7700	OTTERY YOUTH CARE CENTRE       PLANTATION ROAD                UNKNOWN                        7700	99	NO	ABDE	Q4	99	99	20220601	No Fee	RURAL	1601	WC	Not Moved	100000783	100000783	791	14
100000784	2024	WC	1	FOCUS COLLEGE - DISTRICT SIX	OPEN	INDEPENDENT	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO CENTRAL	9	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.436046	-33.929272	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100115	99	UNKNOWN	C PETERSEN	Zonnebloem	ZONNEBLOEM	CITY OF CAPE TOWN	96 CHAPEL STREET               DISTRICT SIX                                                  7925	96 CHAPEL STREET               DISTRICT SIX                   UNKNOWN                        7925	99	NO	99	N/A	99	99	20220606	Fee Charging	RURAL	0	WC	Not Moved	100000784	100000784	101	6
100000790	2024	WC	1	MANAH PRIVATE ACADEMY	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	METRO EAST	2	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.844151	-34.083219	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100084	99	UNKNOWN	W GOEMAN	Andas Esta	SOMERSET WEST	CITY OF CAPE TOWN	41 ST JAMES STREET             AUDAS ESTATE                                                  7130	41 ST JAMES STREET             AUDAS ESTATE                   UNKNOWN                        7130	99	NO	99	N/A	99	99	20220815	Fee Charging	RURAL	0	WC	Not Moved	100000790	100000790	50	5
100000791	2024	WC	1	NEW MOORREESBURG HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	WEST COAST	2	UNKNOWN	UNKNOWN	WCE	477737		99	N/A	18.675525	-33.146214	WEST COAST	SWARTLAND	10105002	99	UNKNOWN	RB RUITER	Rosenhof S	ROSENHOF	MOORREESBURG	LANDBOUSTRAAT 1                                                                              7310	1 LANDBOUSTRAAT                UNKNOWN                        UNKNOWN                        7310	99	NO	ABDE	Q3	99	99	20230101	No Fee	RURAL	1601	WC	Not Moved	100000791	100000791	634	27
100000792	2024	WC	1	CHOKMAH INDEPENDENT SCHOOL	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	METRO EAST	1	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.638601	-33.899766	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100010	99	UNKNOWN	M KLAAS	Harry De V	KEMPENVILLE	CITY OF CAPE TOWN	4 RETIEF STREET                                                                              7530	4 RETIEF STREET                UNKNOWN                        UNKNOWN                        7530	99	NO	99	N/A	99	99	20221010	Fee Charging	RURAL	0	WC	Not Moved	100000792	100000792	197	15
100000793	2024	WC	1	TYGERBERG STEM ACADEMY	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO NORTH	1	UNKNOWN	UNKNOWN	WCE	329304		99	N/A	18.588304	-33.898487	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100002	99	UNKNOWN	AJ MOOLMAN	Clamhall	CLAMHALL	CITY OF CAPE TOWN	C/O VIOLA & DU TOIT STREET     CLAMHALL                       PAROW                          7500	C/O VIOLA & DU TOIT STREET     CLAMHALL                       PAROW                          7500	99	NO	ABDE	Q5	99	99	20230101	Fee Charging	RURAL	277	WC	Not Moved	100000793	100000793	356	12
100000794	2024	WC	1	ROSENDAAL HIGH SCHOOL NO.2	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO NORTH	5	UNKNOWN	UNKNOWN	WCE	329290		99	N/A	18.649006	-33.960865	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100013	99	UNKNOWN	C LAYMAN	Roosendal	ROOSENDAL	CITY OF CAPE TOWN	101 MAIN ROAD                                                                                7100	101 MAIN ROAD                  UNKNOWN                        UNKNOWN                        7100	99	NO	ABDE	Q3	99	99	20230101	No Fee	RURAL	1601	WC	Not Moved	100000794	100000794	725	16
100000795	2024	WC	1	NOWERS HIGH SCHOOL ACADEMY	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO CENTRAL	2	UNKNOWN	UNKNOWN	WCE	484954		99	N/A	18.35702	-34.01913	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100074	99	UNKNOWN	S NAIDOO	Hout Bay S	HOUT BAY	CITY OF CAPE TOWN	C/O VALLEY & PARK AVENUE                                                                     7806	C/O VALLEY & PARK AVENUE       UNKNOWN                        UNKNOWN                        7806	99	NO	ABDE	Q3	99	99	20230101	No Fee	RURAL	1601	WC	Not Moved	100000795	100000795	183	8
100000796	2024	WC	1	INTERNATIONAL MAARIF SCHOOL	OPEN	INDEPENDENT	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO CENTRAL	8	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.471439	-33.984282	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100058	99	UNKNOWN	UNKNOWN UNKNOWN	Claremont	CLAREMONT	CITY OF CAPE TOWN	44 IMAM HARON ROAD                                                                           7708	44 IMAM HARON ROAD             UNKNOWN                        UNKNOWN                        7708	99	NO	99	N/A	99	99	20221219	Fee Charging	RURAL	0	WC	Not Moved	100000796	100000796	17	7
100000799	2024	WC	1	TAFELSIG NO.2 HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO SOUTH	1	UNKNOWN	UNKNOWN	WCE	484970		99	N/A	18.629415	-34.063918	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100082	99	UNKNOWN	UNKNOWN UNKNOWN	Tafelsig	TAFELSIG	CITY OF CAPE TOWN	1 ROCKIES STREET                                                                             7785	1 ROCKIES STREET               TAFELSIG                       UNKNOWN                        7785	99	NO	ABDE	Q3	99	99	20230101	No Fee	RURAL	1601	WC	Not Moved	100000799	100000799	614	23
100000802	2024	WC	1	EDISON CENTURY CITY HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO NORTH	2	UNKNOWN	UNKNOWN	WCE	329347		99	N/A	18.518933	-33.881931	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100055	99	UNKNOWN	M KOFFEMAN	Century Ci	CENTURY CITY	CITY OF CAPE TOWN	8 CNR PRINGLE AND NOBLE RD     MILNERTON                                                     7441	CNR PRINGLE AND NOBLE RD       MILNERTON                      UNKNOWN                        7441	99	NO	ABDE	Q3	99	99	20230101	No Fee	RURAL	1601	WC	Not Moved	100000802	100000802	224	15
100000803	2024	WC	1	SAXONSEA NO.2 HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO NORTH	10	UNKNOWN	UNKNOWN	WCE	322652		99	N/A	18.482447	-33.546791	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100029	99	UNKNOWN	D CLAASSEN	Saxonsea	SAXONSEA	ATLANTIS	8 HERMES AVENUE                                                                              7349	8 HERMES AVENUE                UNKNOWN                        UNKNOWN                        7349	5721399	NO	ABDE	Q3	99	99	20230101	No Fee	RURAL	1601	WC	Not Moved	100000803	100000803	863	20
100000804	2024	WC	1	MALMESBURY HIGH SCHOOL NO.2	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	WEST COAST	1	UNKNOWN	UNKNOWN	WCE	323217		99	N/A	18.587877	-33.542959	WEST COAST	SWARTLAND	10105004	99	UNKNOWN	C VENTER	Greater Ch	GREATER CHATSWORTH	MALMESBURY	571 CEMETERY STREET                                                                          7354	572 CEMETERY STREET            UNKNOWN                        UNKNOWN                        7354	99	NO	ABDE	Q2	99	99	20230101	No Fee	RURAL	1601	WC	Not Moved	100000804	100000804	242	12
100000805	2024	WC	1	LWANDLE HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO EAST	9	UNKNOWN	UNKNOWN	WCE	324205		99	N/A	18.868867	-34.114573	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100086	99	UNKNOWN	UNKNOWN UNKNOWN	Lwandle	STRAND	CITY OF CAPE TOWN	C/O ONVERWACHT AND             VULINDLELA STREET              LWANDILE                       7140	C/O ONVERWACHT AND             VULINDLELA STREET              LWANDILE                       7140	99	NO	ABDE	Q3	99	99	20230101	No Fee	RURAL	1601	WC	Not Moved	100000805	100000805	859	21
100000811	2024	WC	1	GRACEHILL COLLEGE	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	EDEN AND CENTRAL KAR	3	UNKNOWN	UNKNOWN	WCE	99		99	N/A	2246569002	-3396720115	GARDEN ROUTE	GEORGE	10404028	99	UNKNOWN	T. NEL	George Industria	GEORGE INDUSTRIA	GEORGE	88 HOPE STREET                                                                               6529	88 HOPE STREET                 UNKNOWN                        UNKNOWN                        6529	99	NO	99	N/A	99	99	20230330	Fee Charging	RURAL	0			100000811	100000811	97	13
100000827	2024	WC	1	PERSEVERANCE JUNIOR HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO NORTH	5	UNKNOWN	UNKNOWN	WCE	329355	61168	99	N/A	1864386395	-3394803215	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100012	99	UNKNOWN	R. APRIL	Belhar 16	BELHAR EXT 16	CITY OF CAPE TOWN	ALABAMA DRIVE                                                                                7493	ALABAMA DRIVE                  UNKNOWN                        UNKNOWN                        7493	99	NO	ABDE	Q4	99	99	20240101	No Fee	RURAL	1672			100000827	100000827	321	10
100000828	2024	WC	1	FISHERHAVEN ACADEMY	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	OVERBERG	2	UNKNOWN	UNKNOWN	WCE	473545	61169	99	N/A	1912230783	-3436055044	OVERBERG	OVERSTRAND	10302008	99	UNKNOWN	S. CUPIDO	Fisherhaven SP	FISHERHAVEN	HERMANUS	LAGOON STREET                  FISHERHAVEN                                                   7202	SCHOOL STREET                  UNKNOWN                        UNKNOWN                        7200	99	NO	ABDE	Q2	99	99	20240101	No Fee	RURAL	1672			100000828	100000828	349	18
100000833	2024	WC	1	CAPE WINELANDS INTERNATIONAL SCHOOL	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	CAPE WINELANDS	2	UNKNOWN	UNKNOWN	WCE	99		99	N/A	1988599941	-338067934	CAPE WINELANDS	LANGEBERG	10206001	99	UNKNOWN	S. IPSER	Robertson SP	ROBERTSON	ROBERTSON	2 KERK STREET                                                                                6705	2 KERK STREET                  UNKNOWN                        UNKNOWN                        6705	99	NO	99	N/A	99	99	20231123	Fee Charging	RURAL	0			100000833	100000833	22	4
100000834	2024	WC	1	EVOLVE ACADEMY SOUTH AFRICA (PTY) LTD T	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	METRO SOUTH	6	UNKNOWN	UNKNOWN	WCE	99		99	N/A	1846132108	-3405052554	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100073	99	UNKNOWN	M. HANDLEY	Bergvliet	BERGVLIET	CITY OF CAPE TOWN	16 ACACIA WAY                  BERGVLIET                      CAPE TOWN                      7945	16 ACACIA WAY                  BERGVLIET                      CAPE TOWN                      7945	99	NO	99	N/A	99	99	20231208	Fee Charging	RURAL	0			100000834	100000834	20	7
100000835	2024	WC	1	CARNEGIE HOUSE INDEPENDENT SCHOOL	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	CAPE WINELANDS	7	UNKNOWN	UNKNOWN	WCE	99		99	N/A	189993262	-3363797437	CAPE WINELANDS	DRAKENSTEIN	10203018	99	UNKNOWN	S. CARNEGIE	Wellington North	WELLINGTON NORTH	WELLINGTON	10 COMMISSIONER STREET                                                                       7654	10 COMMISSIONER STREET         UNKNOWN                        UNKNOWN                        7654	99	NO	99	N/A	99	99	20231207	Fee Charging	RURAL	0			100000835	100000835	43	11
100000842	2024	WC	1	LEIDEN JUNIOR HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO NORTH	5	UNKNOWN	UNKNOWN	WCE	329363		99	N/A	18636748	-33970256	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100020	99	UNKNOWN	T. JASPER	Delft SP	LEIDEN	CITY OF CAPE TOWN	C/O LEIDEN & JAN DISSELS AVE   LEIDEN                         DELFT                          7100	C/O LEIDEN & JAN DISSELS AVE   LEIDEN                         DELFT                          7100	99	NO	99	N/A	99	99	20240101	Fee Charging	RURAL	0			100000842	100000842	524	6
101000831	2024	WC	1	EL SHADDAI CHRISTIAN SCHOOL	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	METRO NORTH	7	UNKNOWN	UNKNOWN	WCE	831		99	N/A	18.660940	-33.829087	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100112	99	UNKNOWN	SJ MYBURGH	Durbanville SP	DURBANVILLE	CITY OF CAPE TOWN	LORDS WALK OFF LANGEBERG RD    DURBANVILLE                                                   7550	P.O. BOX 1980                  DURBANVILLE                    UNKNOWN                        7551	219751980	YES	99	Q5	99	99		Fee Charging	RURAL	0	WC	Not Moved	101000831	101000831	428	53
101007208	2024	WC	1	BOSTON PRIVATE SCHOOL	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	METRO EAST	1	UNKNOWN	UNKNOWN	WCE	99		1002242	BOSTON PRIVATE SCHOOL	18.6450695909	-33.9012369252	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100003	99	UNKNOWN	N VAN NIEKERK	Belgravia(Bellville)	BELGRAVIA -BELLVILLE	CITY OF CAPE TOWN	LEIPOLDTSTRAAT 7               DE LA HAYE                     BELLVILLE                      7532	PO BOX 1507                    SANLAMHOF                      UNKNOWN                        7530	219484051	YES	99	Q5	99	99	19981117	Fee Charging	RURAL	0	WC	Not Moved	101007208	101007208	418	31
101007210	2024	WC	1	CURRO DURBANVILLE	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	METRO NORTH	7	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.684993	-33.843741	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100103	99	UNKNOWN	DF VISSER	Sonstraal Heights	SONSTRAAL HEIGHTS	CITY OF CAPE TOWN	MOMENTORYLAAN 1                SONSTRAALHOOGTE                DURBANVILLE                    7550	POSBUS 269                     CAPE GATE                      BRACKENFELL                    7562	219756377	YES	99	Q5	99	99	19981120	Fee Charging	RURAL	0	WC	Not Moved	101007210	101007210	877	62
101007216	2024	WC	1	AKILI EDUCATION SA NPC	OPEN	INDEPENDENT	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO NORTH	4	UNKNOWN	UNKNOWN	WCE	99		1002248	AKILI EDUCATION SA NPC	18.617770	-33.940637	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100022	99	UNKNOWN	I ISAACS	Erica Township	BELHAR EXT 17 ERICA	CITY OF CAPE TOWN	25 JASMYN ROAD                 BELHAR                                                        7493	25 JASMYN ROAD                 UNKNOWN                        UNKNOWN                        7493	213000489	YES	99	N/A	99	99	19990101	Fee Charging	URBAN	0	WC	Not Moved	101007216	101007216	30	3
101007286	2024	WC	1	CHRIST GEN SCHOOL	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	METRO NORTH	1	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.576622	-33.897464	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100002	99	UNKNOWN	A JACOBS	Churchill Estate	CHURCHILL ESTATE	CITY OF CAPE TOWN	C/O 5TH AVE AND WEIMAR STR     PAROW                                                         7500	P.O. BOX 95                    PAROW                          UNKNOWN                        7490	219397926	YES	99	Q5	99	99	19991123	Fee Charging	URBAN	0	WC	Not Moved	101007286	101007286	95	7
101007970	2024	WC	1	SHILOH CENTRE OF LEARNING	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	METRO NORTH	6	UNKNOWN	UNKNOWN	WCE	99		1002277	SHILOH CENTRE OF LEARNING	18.634273	-33.916274	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100009	99	UNKNOWN	E ADZE	Bellville Lot 3	BELLVILLE SOUTH	CITY OF CAPE TOWN	91 ROBERT SOBUKWE ROAD         BELLVILLE SOUTH                                               7536	PO BOX 4393                    TYGER VALLEY                   UNKNOWN                        7536	219511956	YES	99	Q5	99	99	20020815	Fee Charging	RURAL	0	WC	Not Moved	101007970	101007970	213	11
101008201	2024	WC	1	NATURAL LEARNING ACADEMY	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	METRO EAST	9	UNKNOWN	UNKNOWN	WCE	99		1007739	NATURAL LEARNING ACADEMY	18.833713	-34.110221	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100083	99	UNKNOWN	L VAN HUYSSTEEN	Strand SP	STRAND	CITY OF CAPE TOWN	MILLSTRAAT 68                  STRAND                                                        7140	68 MILLSTRAAT                  STRAND                         UNKNOWN                        7140	218545905	YES	99	N/A	99	99		Fee Charging	RURAL	0	WC	Not Moved	101008201	101008201	64	10
101008286	2024	WC	1	BELLVILLE CHRISTIAN ACADEMY	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	METRO EAST	2	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.631320	-33.896489	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100002	99	UNKNOWN	S MARITZ	Oakdale	OAKDALE	CITY OF CAPE TOWN	6 SYDNEY STREET                OAKDALE                        BELLVILLE                      7530	PO BOX 284                     BELLVILLE                      UNKNOWN                        7535	219462333	YES	99	Q5	99	99	20070510	Fee Charging	RURAL	0	WC	Not Moved	101008286	101008286	103	11
101303200	2024	WC	1	BELLVILLE HOﾋR TEGNIESE SKOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO EAST	8	UNKNOWN	UNKNOWN	CED	303200	5125	200	BELLVILLE HOﾋR TEGNIESE SKOOL	18.6627480552	-33.9119758648	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100009	99	UNKNOWN	J NEL	Labiance	LABIANCE	CITY OF CAPE TOWN	H/V STRAND & KOLLEGEWEG        LABIANCE                       BELLVILLE                      7532	PRIVAATSAK X4                  SANLAMHOF                      UNKNOWN                        7532	219486951	YES	ABCDE	Q5	99	99		Fee Charging	URBAN	277	WC	Not Moved	101303200	101303200	1029	52
101310200	2024	WC	1	BELLVILLE HOﾋRSKOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO EAST	5	UNKNOWN	UNKNOWN	CED	310200	5429	1002205	BELLVILLE HOﾋRSKOOL	18.6485340202	-33.8931008092	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100003	99	UNKNOWN	G.J.J. DU PLESSIS	Chrismar	CHRISMAR	CITY OF CAPE TOWN	DE LA HAYELAAN                 BELLVILLE                                                     7530	DE LA HAYELAAN                 BELLVILLE                      UNKNOWN                        7530	219481801	YES	ABCDE	Q5	99	99	19650101	Fee Charging	URBAN	277	WC	Not Moved	101310200	101310200	1278	65
101310217	2024	WC	1	D.F. MALAN HOﾋRSKOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO NORTH	6	UNKNOWN	UNKNOWN	CED	310217	5440	1002212	D.F. MALAN HOﾋRSKOOL	18.6266398613	-33.8935826335	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100002	99	UNKNOWN	JH CONRADIE	Boston	BOSTON	CITY OF CAPE TOWN	FRANS CONRADIERYLAAN           BELLVILLE                                                     7530	FRANS CONRADIERYLAAN           BELLVILLE                      UNKNOWN                        7530	219488781	YES	ABCDE	Q5	99	99		Fee Charging	URBAN	277	WC	Not Moved	101310217	101310217	1153	73
101310227	2024	WC	1	DURBANVILLE HOﾋRSKOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO NORTH	7	UNKNOWN	UNKNOWN	CED	310227	5445	1002213	DURBANVILLE HOﾋRSKOOL	18.6432229992	-33.8307810028	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100112	99	UNKNOWN	C.F. VENTER	Durbanville SP	DURBANVILLE	CITY OF CAPE TOWN	LANGENHOVEN EN SAVIOUR STRAAT  DURBANVILLE                                                   7550	POSBUS 417                     DURBANVILLE                    UNKNOWN                        7551	219763188	YES	ABCDE	Q5	99	99		Fee Charging	URBAN	277	WC	Not Moved	101310227	101310227	1479	70
101310229	2024	WC	1	EBEN DONGES HOﾋRSKOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO EAST	6	UNKNOWN	UNKNOWN	CED	310229	5446	1004408	EBEN DONGES HOﾋRSKOOL	18.7285849985	-33.8456759946	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100111	99	UNKNOWN	GC MEYER	Belmont Park	BELMONT PARK	CITY OF CAPE TOWN	5 VAN DER BIJL STREET          BELMONT PARK                   KRAAIFONTEIN                   7570	POSBUS 93                      KRAAIFONTEIN                   UNKNOWN                        7569	219887430	YES	ABCDE	Q5	99	99		Fee Charging	URBAN	277	WC	Not Moved	101310229	101310229	779	33
